Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class
ELEC,PARAMUS RT17 BROAD PARAMUS 1,95 State Rte 17,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.927265,-74.071849,2023-09-26,223557,2023-09-26 01:04:49 UTC,,,,2022-07-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PARAMUS RT17 BROAD PARAMUS 2,95 State Rte 17,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.927265,-74.071774,2023-09-26,223558,2023-09-26 01:04:49 UTC,,,,2022-07-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Camden County College,200 N Broadway,,Camden,NJ,08102,,,E,,Public,24 hours daily,A CREDIT D Debit M V,,,,,2,,,Blink Network,http://www.blinkcharging.com/,200-9,39.946697,-75.118035,2022-08-10,223681,2023-02-14 15:54:11 UTC,P,,,2022-07-13,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,"UBP Bloomfield Crossing (Bloomfield, NJ)",736 Belleville Ave #36,,Bloomfield,NJ,07003,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.79687,-74.17895,2023-09-26,223791,2023-09-26 01:25:42 UTC,,,,2022-07-20,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"PH Urban Renewal, LLC",25 Columbus Drive,,Jersey City,NJ,7302,,888-998-2546,E,,Public,24 hours daily,,,,,,20,,,Blink Network,http://www.blinkcharging.com/,GPS,40.717549,-74.038363,2023-09-26,224446,2023-09-26 00:07:10 UTC,,,,2022-07-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,Geoscape Solar - 305 E Rio,305 E Rio Grande Ave,,Wildwood,NJ,08260,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.981285,-74.820831,2023-09-26,224449,2023-09-26 00:03:10 UTC,,,,2022-07-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,MUNI COMPLEX MUNI 1,379 S Branch Rd,,Hillsborough Township,NJ,08844,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.505745,-74.67461,2023-09-26,224455,2023-09-26 01:01:39 UTC,,,,2022-07-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MB PARAMUS ABB WALLBOX,755 New Jersey 17,,Paramus,NJ,07652,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.971772,-74.081421,2023-09-26,224646,2023-09-26 01:04:17 UTC,,,,2022-07-30,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Veris Residential,475 Washington Blvd,PRIVATE for Tenants ONLY||,Jersey City,NJ,7310,,888-998-2546,E,,Public,24 hours daily,,,,,,15,,,Blink Network,http://www.blinkcharging.com/,GPS,40.719128,-74.033226,2023-09-25,224689,2023-09-25 23:58:17 UTC,,,,2022-07-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,
ELEC,WOODBRIDGE TWP ELEANOR PL PS1,364 Eleanor Pl,,Woodbridge Township,NJ,07095,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.554245,-74.27678,2023-09-26,224701,2023-09-26 01:02:56 UTC,,,,2022-08-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WOODBRIDGE TWP NEW ST PS1,87 New St,,Woodbridge Township,NJ,07095,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.553272,-74.279915,2023-09-26,224705,2023-09-26 01:05:15 UTC,,,,2022-08-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WOODBRIDGE TWP NEW ST PS2,87 New St,,Woodbridge Township,NJ,07095,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.553253,-74.279976,2023-09-26,224749,2023-09-26 01:05:15 UTC,,,,2022-08-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,RUSSO VWB 4,6000 Vermella Wy,,Woodbridge Township,NJ,07095,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.546098,-74.295919,2023-09-26,225149,2023-09-26 01:03:46 UTC,,,,2022-08-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FIVE VAUGHN BRAOD VAUGHN 1,5 Vaughn Dr,,Princeton,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.317511,-74.629338,2023-09-26,225225,2023-09-26 01:05:25 UTC,,,,2022-08-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FIVE VAUGHN BROAD VAUGHN 2,5 Vaughn Dr,,Princeton,NJ,08540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.317519,-74.629327,2023-09-26,225388,2023-09-26 01:05:24 UTC,,,,2022-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,650 From Road,650 From Road,,Paramus,NJ,07652,,888-356-8911,E,,Public,24 hours daily,,,,,,6,,,FLO,https://flo.ca/,GPS,40.961951,-74.069053,2023-09-26,225407,2023-09-26 01:37:40 UTC,,,,2022-08-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,10 INDEPENDENCE BROAD 10.IND #2,10 Independence Blvd,,Warren,NJ,07059,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.650875,-74.573096,2023-09-26,225439,2023-09-26 01:05:27 UTC,,,,2022-08-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,FRANKLIN INMAN PARK,299 Leupp Ln,,Franklin Township,NJ,08873,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.496058,-74.501649,2023-09-26,225569,2023-09-26 01:05:19 UTC,,,,2022-08-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Hopatcong Borough Hall,111 River Styx Rd,,Hopatcong,NJ,07843,,973-770-1200 x120,E,,Public - Credit card at all times,24 hours daily: one spot is reserved for a police cruiser,,,,,,2,,,Non-Networked,,GPS,40.933889,-74.659806,2022-09-14,225651,2023-02-14 15:54:11 UTC,SG,,,2022-07-19,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,RUSSO VWB 3,5000 Vermella Wy,,Woodbridge Township,NJ,07095,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.546413,-74.295402,2023-09-26,225673,2023-09-26 01:03:46 UTC,,,,2022-08-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,930  US-1,,Avenel,NJ,07001,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,40.57682506,-74.2875764,2023-07-01,225837,2023-07-14 19:41:28 UTC,P,,,2022-08-05,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Stop & Shop #819 - Lyndurst,425 Lewandowski Street,,Lyndhurst,NJ,07071,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.803801,-74.1182415,2023-09-26,225847,2023-09-26 01:32:30 UTC,,,,2022-08-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,UPR MONT PLAZA UP MONT PLAZA,580 Valley Rd,,Montclair,NJ,07043,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.840086,-74.208728,2023-09-26,225882,2023-09-26 00:19:12 UTC,,,,2022-08-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MORRIS AVE LOT STATION 2,1000 Morris Ave,,Union,NJ,07083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.679873,-74.233193,2023-09-26,225976,2023-09-26 01:05:44 UTC,,,,2022-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LINCOLN PARK LINCOLNPARK PS1,12 Boonton Turnpike,,Lincoln Park,NJ,07035,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.921894,-74.30497,2023-09-26,225978,2023-09-26 01:05:44 UTC,,,,2022-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LINCOLN PARK LINCOLNPARK PS2,12 Boonton Turnpike,,Lincoln Park,NJ,07035,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.921944,-74.30493,2023-09-26,225979,2023-09-26 01:05:44 UTC,,,,2022-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LINCOLN PARK LINCOLNPARK PS3,34 Chapel Hill Rd.,,Lincoln Park,NJ,07035,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.921997,-74.30489,2023-09-26,225980,2023-09-26 01:05:44 UTC,,,,2022-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MORRIS AVE LOT STATION 1,1000 Morris Ave,,Union,NJ,07083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.679948,-74.23331,2023-09-26,225981,2023-09-26 01:05:46 UTC,,,,2022-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CANFIELD MEWS CANFIELD DUAL 1,3101 Barclay Ct,,Randolph,NJ,07869,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.861779,-74.610775,2023-09-26,226089,2023-09-26 01:05:39 UTC,,,,2022-08-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,1  NJ-15,,Augusta,NJ,07822,,877-798-3752,E,,Public,24 hours daily,A D Debit M V,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,41.11912466,-74.71240803,2023-07-01,226532,2023-07-14 19:41:28 UTC,P,,,2022-08-24,,,,,TESLA,US,,,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,EVESHAM EVESHAM TWP 1,930 Tuckerton Rd,,Evesham,NJ,08053,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.881462,-74.87804,2023-09-26,227547,2023-09-26 01:06:22 UTC,,,,2022-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,THE RAIL STATION 4,115 Oakland St,,Red Bank,NJ,07701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.347458,-74.074803,2023-09-26,227591,2023-09-26 01:03:11 UTC,,,,2022-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,THE RAIL STATION 3,107 Oakland St,,Red Bank,NJ,07701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.347623,-74.074471,2023-09-26,227592,2023-09-26 01:03:11 UTC,,,,2022-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,THE RAIL STATION 1,107 Oakland St,,Red Bank,NJ,07701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.34764,-74.074477,2023-09-26,227593,2023-09-26 01:03:11 UTC,,,,2022-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,THE RAIL STATION 5,101 Oakland St,,Red Bank,NJ,07701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.347597,-74.07439,2023-09-26,227594,2023-09-26 01:03:11 UTC,,,,2022-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NJCar Trenton,856 River Road,,Trenton,NJ,08628,,888-356-8911,E,,Public,24 hours daily,,,,,,2,1,,FLO,https://flo.ca/,GPS,40.2520608154886,-74.840319115472,2023-09-26,227621,2023-09-26 01:37:40 UTC,,,,2022-09-15,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HUDSON COUNTY LINCOLN PARK 1,31 Nunda Ave,,Jersey City,NJ,07304,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.722775,-74.08558,2023-09-26,227845,2023-09-26 00:57:01 UTC,,,,2022-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,POINT BREEZE POINT BREEZE,101 Park St,,Bordentown,NJ,08505,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.156273,-74.704395,2023-09-26,227863,2023-09-26 01:04:44 UTC,,,,2022-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MERCEDES-BENZ O CP STATION,135 NJ-31,,Flemington,NJ,08822,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.524083,-74.856246,2023-09-26,227864,2023-09-26 01:05:07 UTC,,,,2022-09-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MORRIS AVE LOT STATION 3,1000 Morris Ave,,Union,NJ,07083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.680012,-74.233396,2023-09-26,227865,2023-09-26 01:05:46 UTC,,,,2022-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NJDEP STATEPARK ROUNDVALLEY2,1220 Stanton Lebanon Rd,,Lebanon,NJ,08833,,888-758-4389,E,,Public,Mon 8:00am - 7:00pm; Tue 8:00am - 7:00pm; Wed 8:00am - 7:00pm; Thu 8:00am - 7:00pm; Fri 8:00am - 7:00pm; Sat 8:00am - 7:00pm; Sun 8:00am - 7:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.628292,-74.85216,2023-09-26,227866,2023-09-26 01:06:08 UTC,,,,2022-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BEACH HAVEN DOCK ROAD,325 Dock Rd,,Beach Haven,NJ,08008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.564518,-74.240633,2023-09-26,227874,2023-09-26 01:06:22 UTC,,,,2022-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BEACH HAVEN VETERANS PARK,118 Amber St,,Beach Haven,NJ,08008,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.561268,-74.238725,2023-09-26,227876,2023-09-26 01:06:27 UTC,,,,2022-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Vince Lombardi Service Plaza,116E 115W New Jersey Turnpike,,Ridgefield,NJ,07657,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,40.8227429,-74.0309118,2023-09-25,228145,2023-09-25 23:56:00 UTC,,,,2019-08-16,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Forked River Service Plaza,Garden State Parkway,,Forked River,NJ,08731,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,39.874026,-74.214351,2023-09-25,228147,2023-09-25 23:56:00 UTC,,,,2020-05-13,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,QuickChek North Brunswick,1505 US Highway 1,,North Brunswick,NJ,08902,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,40.456543,-74.479247,2023-09-25,228412,2023-09-25 23:56:30 UTC,,,,2021-02-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Quaker Bridge Mall,3320 US Highway 1,,Lawrence Township,NJ,08648,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,40.289407,-74.681724,2023-09-25,228491,2023-09-25 23:56:42 UTC,,,,2018-03-07,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Livingston Mall,112 Eisenhower Pkwy,,Livingston,NJ,07039,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,40.776232,-74.355222,2023-09-25,228492,2023-09-25 23:56:42 UTC,,,,2018-03-07,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Newport Centre Mall,30 Mall Dr W,,Jersey City,NJ,07310,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,40.7273791,-74.0386831,2023-09-25,228498,2023-09-25 23:56:43 UTC,,,,2018-03-07,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Jersey Shore Premium Outlet,1 Premium Outlet Blvd,,Tinton Falls,NJ,07753,,877-455-3833,E,,Public,24 hours daily,,,,,,2,2,,eVgo Network,https://www.evgo.com/,GPS,40.226247,-74.093142,2023-09-25,228501,2023-09-25 23:56:43 UTC,,,,2018-03-07,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Farley Travel Plaza,20 Atlantic City Expy,,Hammonton,NJ,08037,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,39.55068,-74.73487,2023-09-25,228536,2023-09-25 23:56:47 UTC,,,,2022-07-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Middletown Plaza,1447 Route 35,,Middletown,NJ,07748,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,40.402442,-74.123529,2023-09-25,228653,2023-09-25 23:57:01 UTC,,,,2021-12-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,The Shoppes at Cinnaminson,127 Route 130 S,,Cinnaminson,NJ,08077,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,39.989147,-75.00851,2023-09-25,228655,2023-09-25 23:57:02 UTC,,,,2022-06-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Brookdale Service Plaza - Northbound,Garden State Parkway,,Bloomfield,NJ,07003,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,40.8390482,-74.1788491,2023-09-25,228798,2023-09-25 23:57:28 UTC,,,,2020-05-13,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,ACME Woodbury #3970,631 Mantua Pike,,West Deptford,NJ,08096,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,39.826026,-75.16048,2023-09-25,228819,2023-09-25 23:57:31 UTC,,,,2022-06-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SHORE TOYOTA TOY- SHORE-DC,4236 E Black Horse Pike,,Hamilton,NJ,08330,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.444282,-74.627402,2023-09-26,228850,2023-09-26 01:01:56 UTC,,,,2022-09-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,EDISON 27 BROAD EDISON #2,2147 NJ-27,,Edison,NJ,08817,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.5288,-74.3844,2023-09-26,228868,2023-09-26 01:06:20 UTC,,,,2022-09-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,PMVP-CP1 PMVPCPS01,1 Research Way,,Plainsboro Township,NJ,08536,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.352731,-74.591295,2023-09-26,228873,2023-09-26 01:06:36 UTC,,,,2022-09-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Stop & Shop #801,100 State Route 36,,Keyport,NJ,07735,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.425200802,-74.197782943,2023-09-26,229341,2023-09-26 01:33:42 UTC,,,,2022-10-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Quaker Bridge Mall,150 Quaker Bridge Mall Rd.,,Lawrenceville,NJ,08648,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,40.29169879,-74.683687406,2023-09-26,229348,2023-09-26 01:32:14 UTC,,,,2022-06-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,TARGET CORP T3408 01,1825 NJ-35  Wall Target,,Wall Township,NJ,07719,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.166037,-74.050335,2023-09-26,229487,2023-09-26 01:05:58 UTC,,,,2022-09-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TARGET CORP T3408 02,1825 NJ-35 Wall Target,,Wall Township,NJ,07719,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.166058,-74.050233,2023-09-26,229488,2023-09-26 01:05:58 UTC,,,,2022-09-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TARGET CORP T3408 05,1825 NJ-35 Wall Target,,Wall Township,NJ,07719,,888-758-4389,E,,Public,Mon 7:00am - 12:00am; Tue 7:00am - 12:00am; Wed 7:00am - 12:00am; Thu 7:00am - 12:00am; Fri 7:00am - 12:00am; Sat 7:00am - 12:00am; Sun 7:00am - 12:00am,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.166076,-74.050134,2023-09-26,229489,2023-09-26 01:05:58 UTC,,,,2022-09-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
